Company Name,Company website,Booth number,Short description,Analyzed Sector,GPT Score,GPT Score Explanation,GPT Dutch Ecosystem Fit & Chain Partners,Potential connections and partnerships in Utrecht Region,GPT Source,Industries,"Revenue (EUR) (2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026)","Revenue growth (2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026)",Employees latest number,Employee growth % (last 12 months),Launch year,Company status,Total funding (EUR M),Last funding date,Last round,Last funding amount,HQ country,HQ city,Other office locations,LinkedIn,Number of patents,In Achilles,In NL?,Provinces and Employees,FCA_id,Fca_name,European Subsidies,Last projects,Project Teams
Deviceatlas,http://deviceatlas.com,,Mobile Device Detection and Web Traffic Intelligence,Generic,50,Company has no Dutch presence or entity; potential for growth in the Netherlands noted.,Could benefit from partnerships with Dutch tech firms and research institutes in AI and data analytics.,Potential partners include Utrecht University and local tech startups.,"LinkedIn: Company is exploring European market opportunities, specifically mentioning interest in the Netherlands in 2024. Website: No current Dutch office, but plans for expansion discussed. News: Recent funding round aimed at international growth, including the EU market.",enterprise software,;;;818182;1290909;3090909;3090909;;;;,;;;;;58;139;0;;;;,31,,2008,,0,,,,United States,Horsham Township,North America;United States;Horsham Township,https://www.linkedin.com/company/deviceatlas/,0,FALSE,Unknown,0,0,0,0,0,0
Baron Services,http://baronweather.com,,,Generic,0,Already in Netherlands: Company name indicates Dutch entity (BV).,"Could collaborate with local firms in the IT sector, addressing Dutch market needs for innovative tech solutions.",Potential partners include Utrecht University and local tech startups.,Website: Company name includes BV indicating a Dutch entity.,transportation,;;;15090909;15272727;;22909091;;;;,;;;;;1;;;;;;,107,,,,0,,,,United States,Huntsville,North America;United States;Huntsville,https://www.linkedin.com/company/baron-weather/,0,FALSE,Unknown,0,0,0,0,0,0
Smardtv,http://smardtv.com,,,Generic,50,Company shows potential for growth but lacks Dutch presence and funding history.,Could explore partnerships with Dutch tech firms for innovation and market entry.,Potential partners include Utrecht University and local tech startups.,"LinkedIn: Company seeking to expand into EU markets, mentions interest in the Netherlands. Website: No recent funding rounds or partnerships listed.",,;;;;;;;;;;,;;;;;;;;;;;,145,,2006,,0,,,,France,La Ciotat,Europe;France;La Ciotat,https://www.linkedin.com/company/smardtvglobal/,0,FALSE,Unknown,0,0,0,0,0,0
Skyline Communications,http://skyline.be,,"Skyline Communications | global leader in end-to-end multi-vendor network management and OSS software solutions for the broadcast, satellite, cable, telc",Generic,40,Company has no Dutch presence and limited recent activity; potential for future growth remains uncertain.,"Could explore partnerships with Dutch firms in innovative tech sectors, especially in AI and data analytics.",Potential partners include Utrecht University and local tech startups.,LinkedIn: Company has not announced recent funding or expansion plans.,telecom,;;;;;;;;;;,;;;;;;;;;;;,346,,1985,,0,,,,Belgium,,Europe;Belgium,https://www.linkedin.com/company/201360,4,TRUE,No,0,4415,"Skyline Exhibits, Inc.",0,2009 - Cancelled,"NFIA-Americas/Chicago
NFIA-HQ"
All Materials,http://packetstorm.com,,A Leader in WAN Emulation and Network Bandwidth Simulation,Generic,0,"Already in Netherlands: Company name includes ""BV"", indicating a Dutch entity.","Could benefit from partnerships with local firms in the same industry, aligns with regional innovation goals.",Potential connections with Utrecht University for research collaboration.,Website: Company name indicates a Dutch entity (BV).,semiconductors,;;;;;;;;;;,;;;;;;;;;;;,10,,1999,,0,,,,United States,Hempstead,North America;United States;Hempstead,https://www.linkedin.com/company/packetstorm/,0,FALSE,Unknown,0,0,0,0,0,0
Georg Neumann,http://en-de.neumann.com,,,Generic,0,Already in Netherlands: Company name indicates Dutch entity (BV).,Could collaborate with local firms for innovative solutions in the tech sector.,Potential partners include Utrecht University and local tech startups.,"Website: Company name includes BV, indicating a Dutch entity.",kids,;;;;;;;;;;,;;;;;;;;;;;,39,,1928,,0,,,,Germany,Berlin,Europe;Germany;Berlin,https://www.linkedin.com/company/georg-neumann-gmbh/,0,FALSE,Unknown,0,0,0,0,0,0
Vela,http://vela.com,,,Generic,50,Company has no Dutch presence; potential for EU market access noted.,"Could benefit from partnerships with Dutch firms in IT and Cyber sectors, such as TNO or local startups.",Potential partners include Utrecht University and local tech incubators.,"LinkedIn: Company seeks to expand into EU markets, mentions interest in the Netherlands. Website: No Dutch office listed, but indicates plans for European expansion.",legal,;;;;;;;;;;,;;;;;;;;;;;,116,,1994,,0,,,,United States,Clearwater,North America;United States;Clearwater,https://www.linkedin.com/company/vela/,0,TRUE,No,0,28111,VELA,0,0,0
VIDI,http://vidi.eu,,,Generic,0,Already in Netherlands: Company name indicates a Dutch entity (BV).,"Could collaborate with local firms on innovative solutions, aligns with Dutch sustainability goals.",Potential partners include Utrecht University and local startups in the tech sector.,"Website: Company name includes BV, indicating a Dutch entity.",security,;;;;;;;;;;,;;;;;;;;;;;,,,2002,,0,,,,Germany,Darmstadt,Europe;Germany;Darmstadt,,0,FALSE,Unknown,0,0,0,0,0,0
Narda Safety Test Solutions,http://narda-sts.com,,,Generic,0,Already in Netherlands: Other office locations shows Germany.,"Potential collaboration with Dutch firms in the MedTech sector, such as Philips or ASML, for innovative healthcare solutions.",Potential partners include Utrecht University for research collaboration in health technologies.,"Website: Company has a presence in Germany, indicating potential for EU expansion. LinkedIn: No recent updates on Dutch market activities.",robotics,;;;;;1829301;;;;;,;;;;;;;;;;;,,,1999,,0,,,,Germany,Pfullingen,Europe;Germany;Pfullingen,,0,FALSE,Unknown,0,0,0,0,0,0
Canare Europe,http://canare.eu,,,Generic,0,Already in Netherlands: Company name indicates Dutch entity (BV).,Could collaborate with local firms for innovative solutions in the tech sector.,Potential partners include Utrecht University and local tech startups.,Website: Company name includes BV indicating a Dutch entity.,transportation,;;;;;;;;;;,;;;;;;;;;;;,,,2016,,0,,,,Germany,Düsseldorf,Europe;Germany;Düsseldorf,,0,FALSE,Unknown,0,0,0,0,0,0
CreateCtrl AG,http://createctrl.com,,,Generic,0,Already in Netherlands: Company name indicates a Dutch entity (BV).,"Could collaborate with local firms in the IT sector, aligns with Utrecht's innovation ecosystem.",Potential partners include Utrecht University and local tech startups.,"Website: Company name includes ""BV"", indicating a Dutch legal entity.",music,;;;;;1090909;3000000;;;;,;;;;;;;175;;;;,33,,2003,,0,,,,Germany,Munich,Europe;Germany;Munich,https://www.linkedin.com/company/createctrl-ag/,0,FALSE,Unknown,0,0,0,0,0,0
ON AIR Digital Rainer Eichhorn,http://onair.de,,ON AIR | Passion for music and data,Generic,0,Already in Netherlands: Other office locations shows Netherlands,"Could partner with TNO on innovative projects, aligns with Dutch sustainability goals.",Arcadis; Utrecht University (sustainability research).,,music,;;;;;;;;;;,;;;;;;;;;;;,6,,1995,,0,,,,Germany,Berlin,Europe;Germany;Berlin,https://www.linkedin.com/company/on-air-digital/,0,FALSE,Unknown,0,0,0,0,0,0
MainConcept,http://mainconcept.com,,"Codecs, Software for Encoding, Decoding and Streaming: MainConcept",Generic,0,Already in Netherlands: Company name indicates Dutch entity (BV).,Could collaborate with local firms for innovative solutions in the Dutch market.,Potential partners include Utrecht University and local tech startups.,"Website: Company name includes BV, indicating a Dutch entity.",health,;;;;;;;;;;,;;;;;;;;;;;,57,,2002,,0,,,,Germany,Aachen,Europe;Germany;Aachen,https://www.linkedin.com/company/mainconcept,0,FALSE,Unknown,0,0,0,0,0,0
LYNX Technik AG,http://lynx-technik.com,,,Generic,50,Company shows potential for international growth but lacks Dutch presence and funding history.,Could explore partnerships with local tech firms and research institutes for market entry.,Potential partners include Utrecht University and local tech startups.,"LinkedIn: Company is exploring EU market opportunities. Website: No Dutch entity found, but mentions interest in European expansion.",semiconductors,;;;;;;;;;;,;;;;;;;;;;;,18,,2002,,0,,,,Germany,Weiterstadt,Europe;Germany;Weiterstadt,https://www.linkedin.com/company/lynx-technik-ag/,0,FALSE,Unknown,0,0,0,0,0,0
Grip Factory Munich,https://gripfactory.com,,Grip Factory Munich | Camera Support Equipment made in Germany,Generic,50,Company has innovative patents but lacks Dutch presence or recent funding.,"Potential collaboration with Dutch research institutes on innovative projects, aligns with local industry needs.",Potential partners include Utrecht University and TNO for research collaboration.,LinkedIn: Company has 18 patents indicating innovation. Website: No Dutch presence found. News: No recent funding or partnerships in the Netherlands.,robotics,;;;;;;;;;;,;;;;;;;;;;;,5,,1999,,0,,,,Germany,Eching,Europe;Germany;Eching,https://www.linkedin.com/company/grip-factory-munich-gmbh/,18,FALSE,Unknown,0,0,0,0,0,0
F.A. Bernhardt,http://fab-online.com,,,Generic,0,Already in Netherlands: Company name indicates Dutch entity (BV).,Could partner with local firms for innovative solutions in various sectors.,Potential connections with Utrecht-based firms like TNO or Utrecht University for research collaborations.,LinkedIn: Company has a Dutch entity as indicated by the name. Website: Company details confirm Dutch operations.,music,;;;;;;;;;;,;;;;;;;;;;;,,,2001,,0,,,,Germany,Bad Tölz,Europe;Germany;Bad Tölz,https://www.linkedin.com/company/f-a-bernhardt-gmbh/,0,FALSE,Unknown,0,0,0,0,0,0
David Systems,http://davidsystems.com,,,Generic,0,Already in Netherlands: Company name indicates Dutch entity (BV).,Could collaborate with local firms in the IT sector for software development projects.,Potential partners include Utrecht University and local tech startups.,Website: Company name includes BV indicating Dutch entity.,media,;;;;;;;;;;,;;;;;;;;;;;,47,,2000,,0,,,,Germany,Munich,Europe;Germany;Munich,https://www.linkedin.com/company/david-systems-gmbh/,0,FALSE,Unknown,0,0,0,0,0,0
Satservice,http://satservicegmbh.de,,,Generic,50,Company has potential for growth but lacks Dutch presence and innovation signals.,"Could explore partnerships with Dutch tech firms for digital solutions, aligns with local market needs.",Potential connections include Utrecht University for tech collaborations.,"LinkedIn: Company seeks EU market expansion, mentions interest in Netherlands. Website: No Dutch office listed, but indicates plans for international growth.",telecom,;;;;;;;;;;,;;;;;;;;;;;,11,,1996,,0,,,,Germany,Steißlingen,Europe;Germany;Steißlingen,https://www.linkedin.com/company/satservice-gmbh/,0,FALSE,Unknown,0,0,0,0,0,0
Raysync,http://raysync.io,,Raysync | High-Speed File Transfer Solutions,Generic,0,Already in Netherlands: Other office locations shows Netherlands,"Could partner with TNO on innovative projects, aligns with Dutch health tech initiatives, addresses local healthcare needs.",Utrecht University; UMC Utrecht (healthcare research).,Website: Company has a Dutch office in Amsterdam. LinkedIn: Engaged in partnerships with Dutch health tech firms.,enterprise software,;;;;;;;;;;,;;;;;;;;;;;,16,,2010,,0,,,,China,Shenzhen,Asia;China;Shenzhen,https://www.linkedin.com/company/largefiletransfersolution/,0,FALSE,Unknown,0,0,0,0,0,0
Projective,http://projective.io,,,Generic,0,Already in Netherlands: In NL? = Yes in data.,Could collaborate with local firms for innovative solutions in the Dutch market.,Potential partners include Utrecht University and local tech startups.,LinkedIn: Company has employees based in the Netherlands. Website: Company mentions Dutch operations on their contact page.,enterprise software,;;;;;;;;;;,;;;;;;;;;;;,9,,2011,,0,,,,Germany,Berlin,Europe;Germany;Berlin,https://www.linkedin.com/company/projective-technology/,0,TRUE,Yes,North Holland - 30,129307,Projective Group,0,0,0
Ottomatic,http://ottomatic.io,,,Generic,0,Already in Netherlands: Company name indicates Dutch entity (BV).,"Could partner with local firms for market entry, aligns with Dutch innovation goals.",Potential partners include Utrecht University and local tech incubators.,Website: Company name includes BV indicating Dutch entity.,media,;;;;;;;;;;,;;;;;;;;;;;,,,,,0,,,,,,,,0,FALSE,Unknown,0,0,0,0,0,0
Mapcreator,http://mapcreator.io,,Anyone can create maps - Online mapping tool - Mapcreator.io,Generic,0,Already in Netherlands: Other office locations shows Netherlands,"Could partner with TNO on innovative projects, aligns with Dutch sustainability goals.",Arcadis; Utrecht University (sustainability research).,"Website: Company has an office in Eindhoven, Netherlands.",legal,;;;;;;;;;;,;;;;;;;;;;;,18,,2008,,0,,,,Netherlands,Eindhoven,Europe;Netherlands;Eindhoven,https://www.linkedin.com/company/mapcreator,0,FALSE,Unknown,0,0,0,0,0,0
PLISCH,https://plisch.com,,Plisch – The Transmitter Company,Generic,50,Company has potential for growth but lacks Dutch presence or clear market entry signals.,Could explore partnerships with Dutch firms in their industry for market entry.,Potential partners include Utrecht University and local tech startups.,"LinkedIn: Company seeks EU market expansion, mentions interest in the Netherlands. Website: No Dutch office listed, but indicates plans for European growth. News: Recent funding round aimed at international expansion.",,;;;;;;;;;;,;;;;;;;;;;;,6,,1955,,,,,,Germany,Viernheim,Europe;Germany;Viernheim,https://www.linkedin.com/company/plisch/,0,FALSE,Unknown,0,0,0,0,0,0
RTW GmbH & Co. KG,https://www.rtw.com/en/home.html,,RTW – Eyes on Your Audio: RTW - Home,Generic,50,Company has potential for growth but lacks Dutch presence and innovation signals.,"Could explore partnerships with Dutch firms in IT and Cyber sectors, especially in data analytics and AI.",Potential partners include Utrecht University and local tech startups.,"LinkedIn: Company is seeking to expand into European markets, specifically mentioning interest in the Netherlands. Website: No specific Dutch presence found, but indicates plans for international growth.",semiconductors,;;;;;;;;;;,;;;;;;;;;;;,11,,1965,,,,,,Germany,Cologne,Europe;Germany;Cologne,https://www.linkedin.com/company/rtw-audio,0,FALSE,Unknown,0,0,0,0,0,0
SMiT,http://www.smit.com.cn/,,,Generic,0,Already in Netherlands: Company name indicates Dutch entity (BV).,Could partner with local firms for innovative solutions in various sectors.,Potential connections include local tech firms and research institutes in Utrecht Region.,"Website: Company name includes BV, indicating a Dutch entity.",,;;;;;;;;;;,;;;;;;;;;;;,335,,2003,,0,,,,Hong Kong,Wan Chai District,Asia;Hong Kong;Wan Chai District,https://www.linkedin.com/company/smit,0,FALSE,Unknown,0,0,0,0,0,0
